"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,2954334,"2021-07-14T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-1M3EM00000D232------------",7550,0,0,7550,7275,7375,-175,3730100,27549635000,2252,599.1,7400,600,7375,71900,1924688333,1924688333,1924688333,793600,389700,"",0,0,0,NA,NA
"2",2,2954335,"2021-07-14T00:00:00","ABBA","Mahaka Media Tbk.","--U-2100000000E614-E-L--------",258,0,0,266,252,262,4,56000400,14513026600,3191,459.6,264,1427000,262,801600,2755125000,2755125000,2755125000,1573400,1921300,"",0,0,0,NA,NA
"3",3,2954336,"2021-07-14T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","XDU-2105000000G412------------",6950,0,0,0,0,6950,0,0,0,0,1586.7,6950,100,6900,100,620806680,620806680,620806680,0,0,"",0,0,0,NA,NA
"4",4,2954337,"2021-07-14T00:00:00","ABMM","ABM Investama Tbk.","--U-1105000000C311---L--------",805,0,0,1005,825,1005,200,4162900,4144830000,974,26.8,0,0,1005,697500,2753165000,2753165000,2753165000,0,47500,"",0,0,0,NA,NA
"5",5,2954338,"2021-07-14T00:00:00","ACES","Ace Hardware Indonesia Tbk.","XDMO1H7PMN0000E743M-----------",1540,1535,1530,1535,1445,1470,-70,25243100,37266781000,4244,1792.7,1475,800,1470,499300,1.715e+10,1.715e+10,1.715e+10,9339000,21569100,"",10826714,16472751390,8,NA,NA
"6",6,2954339,"2021-07-14T00:00:00","ACST","Acset Indonusa Tbk.","--U-1105000000J211------------",208,0,0,260,210,260,52,135066300,33559336400,7647,19.2,0,0,260,50699400,6425160000,6425160000,6425160000,6239300,776000,"",0,0,0,NA,NA
"7",7,2954340,"2021-07-14T00:00:00","ADES","Akasha Wira International Tbk.","--U-2130000000D212------------",2380,0,0,2500,2280,2420,40,126100,303231000,156,125.7,2440,900,2420,26600,589896800,589896800,589896800,0,0,"",0,0,0,NA,NA
"8",8,2954341,"2021-07-14T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1135400000J211------------",690,0,0,700,670,670,-20,22914500,15585286500,3075,526.2,675,381200,670,731100,3560849376,3560849376,3560849376,2510800,1545400,"",800,560000,1,NA,NA
"9",9,2954342,"2021-07-14T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","XDU-110F000000G211------------",7725,0,0,7725,7650,7650,-75,141900,1089005000,294,329,7675,2200,7650,4400,1e+09,1e+09,1e+09,18100,0,"",0,0,0,NA,NA
"10",10,2954343,"2021-07-14T00:00:00","ADMG","Polychem Indonesia Tbk","--U-1130000000B111------------",208,0,0,216,194,210,2,8884700,1788143400,1027,18.7,210,371200,208,200,3889179559,3889179559,3889179559,0,8e+05,"",0,0,0,NA,NA
"11",11,2954344,"2021-07-14T00:00:00","ADRO","Adaro Energy Tbk.","--MO1XD5U60000A121------------",1230,1230,1230,1255,1215,1220,-10,57171600,70307589000,6813,110.9,1225,539200,1220,153000,31985962000,31985962000,31985962000,19442700,12253000,"",11309457,13813797590,6,NA,NA
"12",12,2954345,"2021-07-14T00:00:00","AGAR","Asia Sejahtera Mina Tbk.","--U-2130000000D231------------",428,0,0,428,428,428,0,100,42800,1,389.1,412,1200,408,100,1e+09,1e+09,1e+09,0,0,"",0,0,0,NA,NA
"13",13,2954346,"2021-07-14T00:00:00","AGII","Aneka Gas Industri Tbk.","--U-1135000000B111------------",1460,0,0,1555,1365,1530,70,65094900,97646309000,14009,139.1,1535,157200,1530,2554000,3066660000,3066660000,3066660000,4319500,5091300,"",0,0,0,NA,NA
"14",14,2954347,"2021-07-14T00:00:00","AGRO","Bank Rakyat Indonesia Agroniaga Tbk.","--U-1105000000G111------------",1975,0,0,2050,1945,2010,35,113784100,227609628000,23359,3283.9,2010,388300,2000,801000,21379233779,21379233779,21379233779,15957300,22496400,"",11550400,22940069500,34,NA,NA
"15",15,2954348,"2021-07-14T00:00:00","AGRS","Bank IBK Indonesia Tbk.","--U-2105000000G111------------",236,0,0,248,220,228,-8,88982100,20538168400,7818,283.1,228,2222400,226,429400,17481603282,17481603282,17481603282,887900,2590200,"",0,0,0,NA,NA
"16",16,2954349,"2021-07-14T00:00:00","AHAP","Asuransi Harta Aman Pratama Tbk.","--U-2100000000G412------------",61,0,0,61,59,60,-1,1004000,60093700,132,226.2,61,804900,60,10600,2.94e+09,2.94e+09,2.94e+09,0,0,"",85,5185,1,NA,NA
"17",17,2954350,"2021-07-14T00:00:00","AIMS","Akbar Indo Makmur Stimec Tbk","--U-2130000000A121------------",545,0,0,510,510,510,-35,17100,8721000,21,408,510,1472700,0,0,2.2e+08,2.2e+08,2.2e+08,0,0,"",0,0,0,NA,NA
"18",18,2954351,"2021-07-14T00:00:00","AISA","FKS Food Sejahtera Tbk.","--U-1105000000D222------------",208,0,0,216,204,208,0,8996500,1882045800,829,25.3,210,263500,208,17100,9311800000,9311800000,9311800000,390600,1281700,"",0,0,0,NA,NA
"19",19,2954352,"2021-07-14T00:00:00","AKKU","Anugerah Kagum Karya Utama Tbk.","--U-2130000000E512---L--------",50,0,0,50,50,50,0,12300,615000,118,75.9,50,6076800,0,0,6449463636,6449463636,6449463636,0,0,"",0,0,0,NA,NA
"20",20,2954353,"2021-07-14T00:00:00","AKPI","Argha Karya Prima Industry Tbk.","--U-2130000000B113------------",620,0,0,630,610,615,-5,35100,21604500,26,81.1,615,500,610,900,612248000,612248000,612248000,0,0,"",0,0,0,NA,NA
"21",21,2954354,"2021-07-14T00:00:00","AKRA","AKR Corporindo Tbk.","--MO1S7XM80000A112------------",3060,3050,3050,3070,3000,3040,-20,4995600,15160645000,1949,2422.9,3050,32200,3040,603800,4014694920,4014694920,4014694920,963000,2699100,"",0,0,0,NA,NA
"22",22,2954355,"2021-07-14T00:00:00","AKSI","Maming Enam Sembilan Mineral Tbk.","--U-2130000000K211------------",494,0,0,494,474,474,-20,4400,2152400,22,237,482,2000,474,900,7.2e+08,7.2e+08,7.2e+08,0,0,"",0,0,0,NA,NA
"23",23,2954356,"2021-07-14T00:00:00","ALDO","Alkindo Naratama Tbk.","XDU-2130000000B131------------",630,0,0,640,620,625,-5,1256800,792764500,185,458.1,625,3400,620,50500,1.1e+09,1.1e+09,1.1e+09,210500,92200,"",0,0,0,NA,NA
"24",24,2954357,"2021-07-14T00:00:00","ALKA","Alakasa Industrindo Tbk","--U-2130000000B141------------",236,0,0,234,234,234,-2,10400,2433600,5,39.4,236,2000,234,100,507665055,507665055,507665055,0,0,"",0,0,0,NA,NA
"25",25,2954358,"2021-07-14T00:00:00","ALMI","Alumindo Light Metal Industry Tbk.","--U-2100000000B141-E----------",252,0,0,252,238,248,-4,5100,1216200,9,38.2,238,3100,236,900,6.16e+08,6.16e+08,6.16e+08,0,0,"",0,0,0,NA,NA
