"","No","IDStockSummary","Date","StockCode","StockName","Remarks","Previous","OpenPrice","FirstTrade","High","Low","Close","Change","Volume","Value","Frequency","IndexIndividual","Offer","OfferVolume","Bid","BidVolume","ListedShares","TradebleShares","WeightForIndex","ForeignSell","ForeignBuy","DelistingDate","NonRegularVolume","NonRegularValue","NonRegularFrequency","persen","percentage"
"1",1,2870455,"2021-01-28T00:00:00","AALI","Astra Agro Lestari Tbk.","--M-1M3EM20000D232------------",11500,0,0,11700,10950,11050,-450,2939800,33114617500,3436,897.7,11075,1200,11050,691900,1924688333,1924688333,1924688333,783800,379100,"",0,0,0,NA,NA
"2",2,2870456,"2021-01-28T00:00:00","ABBA","Mahaka Media Tbk.","--U-2100000000E614-E----------",61,0,0,61,57,57,-4,16047800,924947200,724,100,57,1247300,0,0,2755125000,2755125000,2755125000,0,0,"",0,0,0,NA,NA
"3",3,2870457,"2021-01-28T00:00:00","ABDA","Asuransi Bina Dana Arta Tbk.","--U-2105000000G412------------",5900,0,0,5900,5900,5900,0,11000,64900000,5,1347,5900,19300,0,0,620806680,620806680,620806680,0,0,"",0,0,0,NA,NA
"4",4,2870458,"2021-01-28T00:00:00","ABMM","ABM Investama Tbk.","--U-1105000000C311------------",720,0,0,770,700,715,-5,370700,260672000,131,19.1,715,5700,700,32900,2753165000,2753165000,2753165000,0,0,"",0,0,0,NA,NA
"5",5,2870459,"2021-01-28T00:00:00","ACES","Ace Hardware Indonesia Tbk.","--MO1UKPMN0000E743------------",1595,1590,1590,1645,1585,1630,35,28645200,46518780500,5045,1987.8,1630,1599600,1625,407600,1.715e+10,1.715e+10,1.715e+10,14092100,12254300,"",0,0,0,NA,NA
"6",6,2870460,"2021-01-28T00:00:00","ACST","Acset Indonusa Tbk.","--U-1100000000J211------------",402,0,0,410,374,374,-28,84266400,32202321400,4487,27.6,374,13139000,0,0,6425160000,6425160000,6425160000,20554500,11174300,"",1e+06,4.28e+08,1,NA,NA
"7",7,2870461,"2021-01-28T00:00:00","ADES","Akasha Wira International Tbk.","--U-2130000000D212------------",1665,0,0,1665,1550,1550,-115,529000,823004500,251,80.5,1550,25000,0,0,589896800,589896800,589896800,0,0,"",0,0,0,NA,NA
"8",8,2870462,"2021-01-28T00:00:00","ADHI","Adhi Karya (Persero) Tbk.","--M-1835800000J211------------",1570,0,0,1570,1465,1465,-105,52390900,78088212500,8341,1150.5,1465,7533500,0,0,3560849376,3560849376,3560849376,10008400,2700100,"",0,0,0,NA,NA
"9",9,2870463,"2021-01-28T00:00:00","ADMF","Adira Dinamika Multi Finance Tbk.","--U-110F000000G211------------",8625,0,0,8625,8200,8525,-100,386300,3261640000,667,366.7,8525,23200,8400,2800,1e+09,1e+09,1e+09,174800,9000,"",0,0,0,NA,NA
"10",10,2870464,"2021-01-28T00:00:00","ADMG","Polychem Indonesia Tbk","--U-1130000000B111------------",168,0,0,174,157,157,-11,2649800,430324400,358,14,158,20500,157,143500,3889179559,3889179559,3889179559,59600,1e+05,"",0,0,0,NA,NA
