,0,1,3
0,Current PE Ratio (Annualised),7.81,HAIS
1,Current PE Ratio (TTM),11.02,HAIS
2,Forward PE Ratio,-,HAIS
3,IHSG PE Ratio TTM (Median),8.47,HAIS
4,Earnings Yield (TTM)(%),9.08%,HAIS
5,Current Price to Sales (TTM),1.25,HAIS
6,Current Price to Book Value,1.49,HAIS
7,Current Price To Cashflow (TTM),0.11,HAIS
8,Current Price To Free Cashflow (TTM),0.11,HAIS
9,EV to EBIT (TTM),7.67,HAIS
10,PEG Ratio,-0.11,HAIS
11,PEG Ratio (3yr),-,HAIS
12,PEG (Forward),-,HAIS
