,0,1,3
0,Current PE Ratio (Annualised),303.73,SAME
1,Current PE Ratio (TTM),70.83,SAME
2,Forward PE Ratio,-,SAME
3,IHSG PE Ratio TTM (Median),8.47,SAME
4,Earnings Yield (TTM)(%),1.41%,SAME
5,Current Price to Sales (TTM),5.33,SAME
6,Current Price to Book Value,2.03,SAME
7,Current Price To Cashflow (TTM),0.17,SAME
8,Current Price To Free Cashflow (TTM),0.17,SAME
9,EV to EBIT (TTM),60.12,SAME
10,PEG Ratio,0.64,SAME
11,PEG Ratio (3yr),-10.48,SAME
12,PEG (Forward),-,SAME
