,0,1,3
0,Current PE Ratio (Annualised),18.75,PURA
1,Current PE Ratio (TTM),26.05,PURA
2,Forward PE Ratio,-,PURA
3,IHSG PE Ratio TTM (Median),8.47,PURA
4,Earnings Yield (TTM)(%),3.84%,PURA
5,Current Price to Sales (TTM),2.47,PURA
6,Current Price to Book Value,0.65,PURA
7,Current Price To Cashflow (TTM),0.02,PURA
8,Current Price To Free Cashflow (TTM),0.02,PURA
9,EV to EBIT (TTM),19.46,PURA
10,PEG Ratio,1.56,PURA
11,PEG Ratio (3yr),-,PURA
12,PEG (Forward),-,PURA
