,0,1,3
0,Current PE Ratio (Annualised),-85.41,MTFN
1,Current PE Ratio (TTM),-193.23,MTFN
2,Forward PE Ratio,-,MTFN
3,IHSG PE Ratio TTM (Median),8.47,MTFN
4,Earnings Yield (TTM)(%),-0.52%,MTFN
5,Current Price to Sales (TTM),4.49,MTFN
6,Current Price to Book Value,-63.37,MTFN
7,Current Price To Cashflow (TTM),0.02,MTFN
8,Current Price To Free Cashflow (TTM),0.02,MTFN
9,EV to EBIT (TTM),-160.80,MTFN
10,PEG Ratio,-2.36,MTFN
11,PEG Ratio (3yr),-,MTFN
12,PEG (Forward),-,MTFN
