,0,1,3
0,Current PE Ratio (Annualised),12.85,INOV
1,Current PE Ratio (TTM),9.32,INOV
2,Forward PE Ratio,-,INOV
3,IHSG PE Ratio TTM (Median),8.47,INOV
4,Earnings Yield (TTM)(%),10.73%,INOV
5,Current Price to Sales (TTM),0.47,INOV
6,Current Price to Book Value,0.92,INOV
7,Current Price To Cashflow (TTM),0.07,INOV
8,Current Price To Free Cashflow (TTM),0.07,INOV
9,EV to EBIT (TTM),12.69,INOV
10,PEG Ratio,0.02,INOV
11,PEG Ratio (3yr),2.24,INOV
12,PEG (Forward),-,INOV
