,0,1,3
0,Current PE Ratio (Annualised),-5.76,SSIA
1,Current PE Ratio (TTM),-8.83,SSIA
2,Forward PE Ratio,10.34,SSIA
3,IHSG PE Ratio TTM (Median),8.47,SSIA
4,Earnings Yield (TTM)(%),-11.32%,SSIA
5,Current Price to Sales (TTM),0.66,SSIA
6,Current Price to Book Value,0.50,SSIA
7,Current Price To Cashflow (TTM),0.15,SSIA
8,Current Price To Free Cashflow (TTM),0.15,SSIA
9,EV to EBIT (TTM),24.51,SSIA
10,PEG Ratio,-,SSIA
11,PEG Ratio (3yr),-0.12,SSIA
12,PEG (Forward),-0.07,SSIA
