,0,1,3
0,Current PE Ratio (Annualised),-30.73,TRIN
1,Current PE Ratio (TTM),-41.40,TRIN
2,Forward PE Ratio,-,TRIN
3,IHSG PE Ratio TTM (Median),8.47,TRIN
4,Earnings Yield (TTM)(%),-2.42%,TRIN
5,Current Price to Sales (TTM),540.06,TRIN
6,Current Price to Book Value,2.49,TRIN
7,Current Price To Cashflow (TTM),0.13,TRIN
8,Current Price To Free Cashflow (TTM),0.13,TRIN
9,EV to EBIT (TTM),-20.36,TRIN
10,PEG Ratio,-,TRIN
11,PEG Ratio (3yr),-,TRIN
12,PEG (Forward),-,TRIN
