,0,1,3
0,Current PE Ratio (Annualised),-2.57,JAWA
1,Current PE Ratio (TTM),-2.90,JAWA
2,Forward PE Ratio,-,JAWA
3,IHSG PE Ratio TTM (Median),8.47,JAWA
4,Earnings Yield (TTM)(%),-34.52%,JAWA
5,Current Price to Sales (TTM),0.56,JAWA
6,Current Price to Book Value,2.75,JAWA
7,Current Price To Cashflow (TTM),0.06,JAWA
8,Current Price To Free Cashflow (TTM),0.06,JAWA
9,EV to EBIT (TTM),-14.94,JAWA
10,PEG Ratio,-0.07,JAWA
11,PEG Ratio (3yr),-,JAWA
12,PEG (Forward),-,JAWA
