,0,1,3
0,Current PE Ratio (Annualised),3.82,TAPG
1,Current PE Ratio (TTM),5.37,TAPG
2,Forward PE Ratio,5.00,TAPG
3,IHSG PE Ratio TTM (Median),8.47,TAPG
4,Earnings Yield (TTM)(%),18.63%,TAPG
5,Current Price to Sales (TTM),1.69,TAPG
6,Current Price to Book Value,1.55,TAPG
7,Current Price To Cashflow (TTM),0.27,TAPG
8,Current Price To Free Cashflow (TTM),0.27,TAPG
9,EV to EBIT (TTM),6.63,TAPG
10,PEG Ratio,0.25,TAPG
11,PEG Ratio (3yr),-,TAPG
12,PEG (Forward),0.10,TAPG
