,0,1,3
0,Current PE Ratio (Annualised),96.66,SSTM
1,Current PE Ratio (TTM),125.35,SSTM
2,Forward PE Ratio,-,SSTM
3,IHSG PE Ratio TTM (Median),8.47,SSTM
4,Earnings Yield (TTM)(%),0.80%,SSTM
5,Current Price to Sales (TTM),3.88,SSTM
6,Current Price to Book Value,3.74,SSTM
7,Current Price To Cashflow (TTM),0.31,SSTM
8,Current Price To Free Cashflow (TTM),0.31,SSTM
9,EV to EBIT (TTM),-122.74,SSTM
10,PEG Ratio,0.27,SSTM
11,PEG Ratio (3yr),0.46,SSTM
12,PEG (Forward),-,SSTM
