,0,1,3
0,Current PE Ratio (Annualised),9.40,SPTO
1,Current PE Ratio (TTM),8.02,SPTO
2,Forward PE Ratio,-,SPTO
3,IHSG PE Ratio TTM (Median),8.47,SPTO
4,Earnings Yield (TTM)(%),12.47%,SPTO
5,Current Price to Sales (TTM),0.62,SPTO
6,Current Price to Book Value,1.13,SPTO
7,Current Price To Cashflow (TTM),0.22,SPTO
8,Current Price To Free Cashflow (TTM),0.22,SPTO
9,EV to EBIT (TTM),7.79,SPTO
10,PEG Ratio,0.11,SPTO
11,PEG Ratio (3yr),-5.42,SPTO
12,PEG (Forward),-,SPTO
