,0,1,3
0,Current PE Ratio (Annualised),5.18,LION
1,Current PE Ratio (TTM),58.06,LION
2,Forward PE Ratio,-,LION
3,IHSG PE Ratio TTM (Median),8.47,LION
4,Earnings Yield (TTM)(%),1.72%,LION
5,Current Price to Sales (TTM),0.60,LION
6,Current Price to Book Value,0.43,LION
7,Current Price To Cashflow (TTM),0.15,LION
8,Current Price To Free Cashflow (TTM),0.15,LION
9,EV to EBIT (TTM),147.29,LION
10,PEG Ratio,1.05,LION
11,PEG Ratio (3yr),-1.73,LION
12,PEG (Forward),-,LION
