,0,1,3
0,Current PE Ratio (Annualised),16.66,TRUS
1,Current PE Ratio (TTM),15.12,TRUS
2,Forward PE Ratio,-,TRUS
3,IHSG PE Ratio TTM (Median),8.47,TRUS
4,Earnings Yield (TTM)(%),6.61%,TRUS
5,Current Price to Sales (TTM),7.90,TRUS
6,Current Price to Book Value,0.98,TRUS
7,Current Price To Cashflow (TTM),-23.91,TRUS
8,Current Price To Free Cashflow (TTM),-22.25,TRUS
9,EV to EBIT (TTM),11.91,TRUS
10,PEG Ratio,0.48,TRUS
11,PEG Ratio (3yr),1.42,TRUS
12,PEG (Forward),-,TRUS
