,0,1,3
0,Current PE Ratio (Annualised),14.46,TGKA
1,Current PE Ratio (TTM),14.38,TGKA
2,Forward PE Ratio,-,TGKA
3,IHSG PE Ratio TTM (Median),8.47,TGKA
4,Earnings Yield (TTM)(%),6.96%,TGKA
5,Current Price to Sales (TTM),0.53,TGKA
6,Current Price to Book Value,3.84,TGKA
7,Current Price To Cashflow (TTM),2.82,TGKA
8,Current Price To Free Cashflow (TTM),2.83,TGKA
9,EV to EBIT (TTM),11.18,TGKA
10,PEG Ratio,27.13,TGKA
11,PEG Ratio (3yr),0.91,TGKA
12,PEG (Forward),-,TGKA
