,0,1,3
0,Current PE Ratio (Annualised),19.28,SOHO
1,Current PE Ratio (TTM),16.19,SOHO
2,Forward PE Ratio,-,SOHO
3,IHSG PE Ratio TTM (Median),8.47,SOHO
4,Earnings Yield (TTM)(%),6.18%,SOHO
5,Current Price to Sales (TTM),1.04,SOHO
6,Current Price to Book Value,3.11,SOHO
7,Current Price To Cashflow (TTM),15.24,SOHO
8,Current Price To Free Cashflow (TTM),16.47,SOHO
9,EV to EBIT (TTM),11.66,SOHO
10,PEG Ratio,0.07,SOHO
11,PEG Ratio (3yr),-,SOHO
12,PEG (Forward),-,SOHO
