,0,1,3
0,Current PE Ratio (Annualised),-52.71,PTSP
1,Current PE Ratio (TTM),-112.24,PTSP
2,Forward PE Ratio,-,PTSP
3,IHSG PE Ratio TTM (Median),8.47,PTSP
4,Earnings Yield (TTM)(%),-0.89%,PTSP
5,Current Price to Sales (TTM),2.23,PTSP
6,Current Price to Book Value,10.00,PTSP
7,Current Price To Cashflow (TTM),1.83,PTSP
8,Current Price To Free Cashflow (TTM),1.84,PTSP
9,EV to EBIT (TTM),228.28,PTSP
10,PEG Ratio,-1.77,PTSP
11,PEG Ratio (3yr),-175.38,PTSP
12,PEG (Forward),-,PTSP
