,0,1,3
0,Current PE Ratio (Annualised),-5.43,POSA
1,Current PE Ratio (TTM),-3.13,POSA
2,Forward PE Ratio,-,POSA
3,IHSG PE Ratio TTM (Median),8.47,POSA
4,Earnings Yield (TTM)(%),-31.97%,POSA
5,Current Price to Sales (TTM),7.71,POSA
6,Current Price to Book Value,-13.50,POSA
7,Current Price To Cashflow (TTM),30.34,POSA
8,Current Price To Free Cashflow (TTM),38.29,POSA
9,EV to EBIT (TTM),-16.03,POSA
10,PEG Ratio,-,POSA
11,PEG Ratio (3yr),-,POSA
12,PEG (Forward),-,POSA
