,0,1,3
0,Current PE Ratio (Annualised),0.88,WSBP
1,Current PE Ratio (TTM),-6.93,WSBP
2,Forward PE Ratio,-,WSBP
3,IHSG PE Ratio TTM (Median),8.47,WSBP
4,Earnings Yield (TTM)(%),-14.44%,WSBP
5,Current Price to Sales (TTM),1.46,WSBP
6,Current Price to Book Value,1.00,WSBP
7,Current Price To Cashflow (TTM),14.09,WSBP
8,Current Price To Free Cashflow (TTM),13.88,WSBP
9,EV to EBIT (TTM),-2.61,WSBP
10,PEG Ratio,-0.13,WSBP
11,PEG Ratio (3yr),-0.33,WSBP
12,PEG (Forward),-,WSBP
