,0,1,3
0,Current PE Ratio (Annualised),16.64,TAYS
1,Current PE Ratio (TTM),-,TAYS
2,Forward PE Ratio,-,TAYS
3,IHSG PE Ratio TTM (Median),-,TAYS
4,Earnings Yield (TTM)(%),-,TAYS
5,Current Price to Sales (TTM),-,TAYS
6,Current Price to Book Value,1.52,TAYS
7,Current Price To Cashflow (TTM),0.07,TAYS
8,Current Price To Free Cashflow (TTM),0.07,TAYS
9,EV to EBIT (TTM),-,TAYS
10,PEG Ratio,-,TAYS
11,PEG Ratio (3yr),-,TAYS
12,PEG (Forward),-,TAYS
