,0,1,3
0,Current PE Ratio (Annualised),21.99,RIMO
1,Current PE Ratio (TTM),31.23,RIMO
2,Forward PE Ratio,-,RIMO
3,IHSG PE Ratio TTM (Median),8.47,RIMO
4,Earnings Yield (TTM)(%),3.20%,RIMO
5,Current Price to Sales (TTM),3.86,RIMO
6,Current Price to Book Value,0.40,RIMO
7,Current Price To Cashflow (TTM),0.02,RIMO
8,Current Price To Free Cashflow (TTM),0.02,RIMO
9,EV to EBIT (TTM),15.70,RIMO
10,PEG Ratio,0.36,RIMO
11,PEG Ratio (3yr),-0.75,RIMO
12,PEG (Forward),-,RIMO
