,0,1,3
0,Current PE Ratio (Annualised),39.22,MKPI
1,Current PE Ratio (TTM),48.99,MKPI
2,Forward PE Ratio,-,MKPI
3,IHSG PE Ratio TTM (Median),8.47,MKPI
4,Earnings Yield (TTM)(%),2.04%,MKPI
5,Current Price to Sales (TTM),14.28,MKPI
6,Current Price to Book Value,3.59,MKPI
7,Current Price To Cashflow (TTM),8.92,MKPI
8,Current Price To Free Cashflow (TTM),8.94,MKPI
9,EV to EBIT (TTM),39.53,MKPI
10,PEG Ratio,1.21,MKPI
11,PEG Ratio (3yr),-1.55,MKPI
12,PEG (Forward),-,MKPI
