,0,1,3
0,Current PE Ratio (Annualised),-0.76,PURE
1,Current PE Ratio (TTM),-0.78,PURE
2,Forward PE Ratio,-,PURE
3,IHSG PE Ratio TTM (Median),8.47,PURE
4,Earnings Yield (TTM)(%),-128.43%,PURE
5,Current Price to Sales (TTM),2.38,PURE
6,Current Price to Book Value,10.01,PURE
7,Current Price To Cashflow (TTM),0.02,PURE
8,Current Price To Free Cashflow (TTM),0.02,PURE
9,EV to EBIT (TTM),-10.02,PURE
10,PEG Ratio,-,PURE
11,PEG Ratio (3yr),-,PURE
12,PEG (Forward),-,PURE
