,0,1,3
0,Current PE Ratio (Annualised),47.04,PRIM
1,Current PE Ratio (TTM),12.04,PRIM
2,Forward PE Ratio,-,PRIM
3,IHSG PE Ratio TTM (Median),8.47,PRIM
4,Earnings Yield (TTM)(%),8.31%,PRIM
5,Current Price to Sales (TTM),1.31,PRIM
6,Current Price to Book Value,0.79,PRIM
7,Current Price To Cashflow (TTM),0.09,PRIM
8,Current Price To Free Cashflow (TTM),0.09,PRIM
9,EV to EBIT (TTM),8.79,PRIM
10,PEG Ratio,0.12,PRIM
11,PEG Ratio (3yr),0.19,PRIM
12,PEG (Forward),-,PRIM
