,0,1,3
0,Current PE Ratio (Annualised),57.94,JTPE
1,Current PE Ratio (TTM),19.09,JTPE
2,Forward PE Ratio,-,JTPE
3,IHSG PE Ratio TTM (Median),8.47,JTPE
4,Earnings Yield (TTM)(%),5.24%,JTPE
5,Current Price to Sales (TTM),1.54,JTPE
6,Current Price to Book Value,2.07,JTPE
7,Current Price To Cashflow (TTM),0.10,JTPE
8,Current Price To Free Cashflow (TTM),0.10,JTPE
9,EV to EBIT (TTM),13.20,JTPE
10,PEG Ratio,0.71,JTPE
11,PEG Ratio (3yr),-2.90,JTPE
12,PEG (Forward),-,JTPE
