,0,1,3
0,Current PE Ratio (Annualised),16.04,ITIC
1,Current PE Ratio (TTM),13.50,ITIC
2,Forward PE Ratio,-,ITIC
3,IHSG PE Ratio TTM (Median),8.47,ITIC
4,Earnings Yield (TTM)(%),7.41%,ITIC
5,Current Price to Sales (TTM),1.08,ITIC
6,Current Price to Book Value,0.84,ITIC
7,Current Price To Cashflow (TTM),5.84,ITIC
8,Current Price To Free Cashflow (TTM),6.03,ITIC
9,EV to EBIT (TTM),9.68,ITIC
10,PEG Ratio,0.07,ITIC
11,PEG Ratio (3yr),-0.14,ITIC
12,PEG (Forward),-,ITIC
