,0,1,3
0,Current PE Ratio (Annualised),6.73,MFIN
1,Current PE Ratio (TTM),6.94,MFIN
2,Forward PE Ratio,-,MFIN
3,IHSG PE Ratio TTM (Median),8.47,MFIN
4,Earnings Yield (TTM)(%),14.41%,MFIN
5,Current Price to Sales (TTM),2.12,MFIN
6,Current Price to Book Value,1.47,MFIN
7,Current Price To Cashflow (TTM),0.63,MFIN
8,Current Price To Free Cashflow (TTM),0.63,MFIN
9,EV to EBIT (TTM),9.13,MFIN
10,PEG Ratio,0.04,MFIN
11,PEG Ratio (3yr),0.52,MFIN
12,PEG (Forward),-,MFIN
