,0,1,3
0,Current PE Ratio (Annualised),4.29,PMMP
1,Current PE Ratio (TTM),7.51,PMMP
2,Forward PE Ratio,-,PMMP
3,IHSG PE Ratio TTM (Median),8.47,PMMP
4,Earnings Yield (TTM)(%),13.31%,PMMP
5,Current Price to Sales (TTM),0.34,PMMP
6,Current Price to Book Value,0.80,PMMP
7,Current Price To Cashflow (TTM),11.78,PMMP
8,Current Price To Free Cashflow (TTM),23.16,PMMP
9,EV to EBIT (TTM),11.65,PMMP
10,PEG Ratio,-1.09,PMMP
11,PEG Ratio (3yr),-0.08,PMMP
12,PEG (Forward),-,PMMP
