,0,1,3
0,Current PE Ratio (Annualised),-25.66,ABBA
1,Current PE Ratio (TTM),-54.68,ABBA
2,Forward PE Ratio,-,ABBA
3,IHSG PE Ratio TTM (Median),8.47,ABBA
4,Earnings Yield (TTM)(%),-1.83%,ABBA
5,Current Price to Sales (TTM),6.98,ABBA
6,Current Price to Book Value,5.29,ABBA
7,Current Price To Cashflow (TTM),0.11,ABBA
8,Current Price To Free Cashflow (TTM),0.11,ABBA
9,EV to EBIT (TTM),-39.33,ABBA
10,PEG Ratio,-1.09,ABBA
11,PEG Ratio (3yr),-12.57,ABBA
12,PEG (Forward),-,ABBA
