,0,1,3
0,Current PE Ratio (Annualised),-1.83,CANI
1,Current PE Ratio (TTM),-2.88,CANI
2,Forward PE Ratio,-,CANI
3,IHSG PE Ratio TTM (Median),8.47,CANI
4,Earnings Yield (TTM)(%),-34.71%,CANI
5,Current Price to Sales (TTM),1.93,CANI
6,Current Price to Book Value,-0.21,CANI
7,Current Price To Cashflow (TTM),0.04,CANI
8,Current Price To Free Cashflow (TTM),0.04,CANI
9,EV to EBIT (TTM),-3.64,CANI
10,PEG Ratio,-0.04,CANI
11,PEG Ratio (3yr),-,CANI
12,PEG (Forward),-,CANI
