,0,1,3
0,Current PE Ratio (Annualised),28.79,RSGK
1,Current PE Ratio (TTM),35.70,RSGK
2,Forward PE Ratio,-,RSGK
3,IHSG PE Ratio TTM (Median),8.47,RSGK
4,Earnings Yield (TTM)(%),2.80%,RSGK
5,Current Price to Sales (TTM),3.02,RSGK
6,Current Price to Book Value,1.44,RSGK
7,Current Price To Cashflow (TTM),0.52,RSGK
8,Current Price To Free Cashflow (TTM),0.52,RSGK
9,EV to EBIT (TTM),16.34,RSGK
10,PEG Ratio,-0.36,RSGK
11,PEG Ratio (3yr),-0.37,RSGK
12,PEG (Forward),-,RSGK
