,0,1,3
0,Current PE Ratio (Annualised),8.15,BUDI
1,Current PE Ratio (TTM),11.70,BUDI
2,Forward PE Ratio,-,BUDI
3,IHSG PE Ratio TTM (Median),8.47,BUDI
4,Earnings Yield (TTM)(%),8.55%,BUDI
5,Current Price to Sales (TTM),0.30,BUDI
6,Current Price to Book Value,0.76,BUDI
7,Current Price To Cashflow (TTM),0.09,BUDI
8,Current Price To Free Cashflow (TTM),0.09,BUDI
9,EV to EBIT (TTM),10.17,BUDI
10,PEG Ratio,0.35,BUDI
11,PEG Ratio (3yr),0.58,BUDI
12,PEG (Forward),-,BUDI
