,0,1,3
0,Current PE Ratio (Annualised),7.26,ARKO
1,Current PE Ratio (TTM),-,ARKO
2,Forward PE Ratio,-,ARKO
3,IHSG PE Ratio TTM (Median),-,ARKO
4,Earnings Yield (TTM)(%),-,ARKO
5,Current Price to Sales (TTM),-,ARKO
6,Current Price to Book Value,3.32,ARKO
7,Current Price To Cashflow (TTM),0.22,ARKO
8,Current Price To Free Cashflow (TTM),0.22,ARKO
9,EV to EBIT (TTM),-,ARKO
10,PEG Ratio,-,ARKO
11,PEG Ratio (3yr),-,ARKO
12,PEG (Forward),-,ARKO
