,0,1,3
0,Current PE Ratio (Annualised),11.74,FAPA
1,Current PE Ratio (TTM),17.98,FAPA
2,Forward PE Ratio,-,FAPA
3,IHSG PE Ratio TTM (Median),8.47,FAPA
4,Earnings Yield (TTM)(%),5.56%,FAPA
5,Current Price to Sales (TTM),3.51,FAPA
6,Current Price to Book Value,4.12,FAPA
7,Current Price To Cashflow (TTM),9.89,FAPA
8,Current Price To Free Cashflow (TTM),11.39,FAPA
9,EV to EBIT (TTM),17.18,FAPA
10,PEG Ratio,0.04,FAPA
11,PEG Ratio (3yr),-,FAPA
12,PEG (Forward),-,FAPA
