,0,1,3
0,Current PE Ratio (Annualised),11.22,WMUU
1,Current PE Ratio (TTM),8.68,WMUU
2,Forward PE Ratio,-,WMUU
3,IHSG PE Ratio TTM (Median),8.47,WMUU
4,Earnings Yield (TTM)(%),11.52%,WMUU
5,Current Price to Sales (TTM),0.58,WMUU
6,Current Price to Book Value,1.44,WMUU
7,Current Price To Cashflow (TTM),7.01,WMUU
8,Current Price To Free Cashflow (TTM),-5.65,WMUU
9,EV to EBIT (TTM),7.48,WMUU
10,PEG Ratio,0.06,WMUU
11,PEG Ratio (3yr),-,WMUU
12,PEG (Forward),-,WMUU
