,0,1,3
0,Current PE Ratio (Annualised),13.43,BIKE
1,Current PE Ratio (TTM),-,BIKE
2,Forward PE Ratio,-,BIKE
3,IHSG PE Ratio TTM (Median),-,BIKE
4,Earnings Yield (TTM)(%),-,BIKE
5,Current Price to Sales (TTM),-,BIKE
6,Current Price to Book Value,2.43,BIKE
7,Current Price To Cashflow (TTM),0.08,BIKE
8,Current Price To Free Cashflow (TTM),0.08,BIKE
9,EV to EBIT (TTM),-,BIKE
10,PEG Ratio,-,BIKE
11,PEG Ratio (3yr),-,BIKE
12,PEG (Forward),-,BIKE
