,0,1,3
0,Current PE Ratio (Annualised),-3.16,OCAP
1,Current PE Ratio (TTM),-7.90,OCAP
2,Forward PE Ratio,-,OCAP
3,IHSG PE Ratio TTM (Median),8.47,OCAP
4,Earnings Yield (TTM)(%),-12.66%,OCAP
5,Current Price to Sales (TTM),-,OCAP
6,Current Price to Book Value,-0.22,OCAP
7,Current Price To Cashflow (TTM),0.06,OCAP
8,Current Price To Free Cashflow (TTM),0.06,OCAP
9,EV to EBIT (TTM),-3.54,OCAP
10,PEG Ratio,-0.17,OCAP
11,PEG Ratio (3yr),-,OCAP
12,PEG (Forward),-,OCAP
