,0,1,3
0,Current PE Ratio (Annualised),-45.49,SUGI
1,Current PE Ratio (TTM),-4.77,SUGI
2,Forward PE Ratio,-,SUGI
3,IHSG PE Ratio TTM (Median),8.47,SUGI
4,Earnings Yield (TTM)(%),-20.97%,SUGI
5,Current Price to Sales (TTM),63.35,SUGI
6,Current Price to Book Value,0.54,SUGI
7,Current Price To Cashflow (TTM),0.02,SUGI
8,Current Price To Free Cashflow (TTM),0.02,SUGI
9,EV to EBIT (TTM),19.55,SUGI
10,PEG Ratio,-0.06,SUGI
11,PEG Ratio (3yr),-0.08,SUGI
12,PEG (Forward),-,SUGI
