,0,1,3
0,Current PE Ratio (Annualised),7.74,ASII
1,Current PE Ratio (TTM),9.53,ASII
2,Forward PE Ratio,10.44,ASII
3,IHSG PE Ratio TTM (Median),8.47,ASII
4,Earnings Yield (TTM)(%),10.50%,ASII
5,Current Price to Sales (TTM),1.04,ASII
6,Current Price to Book Value,1.53,ASII
7,Current Price To Cashflow (TTM),2.73,ASII
8,Current Price To Free Cashflow (TTM),2.74,ASII
9,EV to EBIT (TTM),9.45,ASII
10,PEG Ratio,0.38,ASII
11,PEG Ratio (3yr),-4.09,ASII
12,PEG (Forward),0.31,ASII
