,0,1,3
0,Current PE Ratio (Annualised),4.06,PBRX
1,Current PE Ratio (TTM),3.39,PBRX
2,Forward PE Ratio,-,PBRX
3,IHSG PE Ratio TTM (Median),8.47,PBRX
4,Earnings Yield (TTM)(%),29.51%,PBRX
5,Current Price to Sales (TTM),0.09,PBRX
6,Current Price to Book Value,0.20,PBRX
7,Current Price To Cashflow (TTM),0.05,PBRX
8,Current Price To Free Cashflow (TTM),0.05,PBRX
9,EV to EBIT (TTM),8.09,PBRX
10,PEG Ratio,-0.11,PBRX
11,PEG Ratio (3yr),-0.75,PBRX
12,PEG (Forward),-,PBRX
