,0,1,3
0,Current PE Ratio (Annualised),5.15,ATIC
1,Current PE Ratio (TTM),-7.41,ATIC
2,Forward PE Ratio,-,ATIC
3,IHSG PE Ratio TTM (Median),8.47,ATIC
4,Earnings Yield (TTM)(%),-13.50%,ATIC
5,Current Price to Sales (TTM),0.13,ATIC
6,Current Price to Book Value,-22.54,ATIC
7,Current Price To Cashflow (TTM),0.17,ATIC
8,Current Price To Free Cashflow (TTM),0.17,ATIC
9,EV to EBIT (TTM),12.06,ATIC
10,PEG Ratio,-0.13,ATIC
11,PEG Ratio (3yr),-0.04,ATIC
12,PEG (Forward),-,ATIC
