,0,1,3
0,Current PE Ratio (Annualised),-628.87,MGRO
1,Current PE Ratio (TTM),43.45,MGRO
2,Forward PE Ratio,-,MGRO
3,IHSG PE Ratio TTM (Median),8.47,MGRO
4,Earnings Yield (TTM)(%),2.30%,MGRO
5,Current Price to Sales (TTM),0.37,MGRO
6,Current Price to Book Value,5.25,MGRO
7,Current Price To Cashflow (TTM),0.36,MGRO
8,Current Price To Free Cashflow (TTM),0.36,MGRO
9,EV to EBIT (TTM),22.22,MGRO
10,PEG Ratio,0.17,MGRO
11,PEG Ratio (3yr),-15.86,MGRO
12,PEG (Forward),-,MGRO
