,0,1,3
0,Current PE Ratio (Annualised),-48.61,SRSN
1,Current PE Ratio (TTM),15.74,SRSN
2,Forward PE Ratio,-,SRSN
3,IHSG PE Ratio TTM (Median),8.47,SRSN
4,Earnings Yield (TTM)(%),6.35%,SRSN
5,Current Price to Sales (TTM),0.34,SRSN
6,Current Price to Book Value,0.51,SRSN
7,Current Price To Cashflow (TTM),0.02,SRSN
8,Current Price To Free Cashflow (TTM),0.02,SRSN
9,EV to EBIT (TTM),10.52,SRSN
10,PEG Ratio,-0.40,SRSN
11,PEG Ratio (3yr),-1.33,SRSN
12,PEG (Forward),-,SRSN
