,0,1,3
0,Current PE Ratio (Annualised),-4.28,SMRU
1,Current PE Ratio (TTM),-2.52,SMRU
2,Forward PE Ratio,-,SMRU
3,IHSG PE Ratio TTM (Median),8.47,SMRU
4,Earnings Yield (TTM)(%),-39.66%,SMRU
5,Current Price to Sales (TTM),1.13,SMRU
6,Current Price to Book Value,3.55,SMRU
7,Current Price To Cashflow (TTM),0.02,SMRU
8,Current Price To Free Cashflow (TTM),0.02,SMRU
9,EV to EBIT (TTM),-5.94,SMRU
10,PEG Ratio,-0.09,SMRU
11,PEG Ratio (3yr),-0.05,SMRU
12,PEG (Forward),-,SMRU
