,0,1,3
0,Current PE Ratio (Annualised),35.09,MIKA
1,Current PE Ratio (TTM),32.54,MIKA
2,Forward PE Ratio,32.90,MIKA
3,IHSG PE Ratio TTM (Median),8.47,MIKA
4,Earnings Yield (TTM)(%),3.07%,MIKA
5,Current Price to Sales (TTM),9.21,MIKA
6,Current Price to Book Value,7.53,MIKA
7,Current Price To Cashflow (TTM),1.03,MIKA
8,Current Price To Free Cashflow (TTM),1.03,MIKA
9,EV to EBIT (TTM),24.62,MIKA
10,PEG Ratio,0.71,MIKA
11,PEG Ratio (3yr),1.21,MIKA
12,PEG (Forward),-2.36,MIKA
