,0,1,3
0,Current PE Ratio (Annualised),10.51,BISI
1,Current PE Ratio (TTM),9.86,BISI
2,Forward PE Ratio,-,BISI
3,IHSG PE Ratio TTM (Median),8.47,BISI
4,Earnings Yield (TTM)(%),10.14%,BISI
5,Current Price to Sales (TTM),1.95,BISI
6,Current Price to Book Value,1.60,BISI
7,Current Price To Cashflow (TTM),0.57,BISI
8,Current Price To Free Cashflow (TTM),0.57,BISI
9,EV to EBIT (TTM),6.08,BISI
10,PEG Ratio,0.26,BISI
11,PEG Ratio (3yr),-5.08,BISI
12,PEG (Forward),-,BISI
