,0,1,3
0,Current PE Ratio (Annualised),-0.32,GOLL
1,Current PE Ratio (TTM),-0.59,GOLL
2,Forward PE Ratio,-,GOLL
3,IHSG PE Ratio TTM (Median),8.47,GOLL
4,Earnings Yield (TTM)(%),-169.20%,GOLL
5,Current Price to Sales (TTM),12.63,GOLL
6,Current Price to Book Value,0.90,GOLL
7,Current Price To Cashflow (TTM),0.02,GOLL
8,Current Price To Free Cashflow (TTM),0.02,GOLL
9,EV to EBIT (TTM),-7.56,GOLL
10,PEG Ratio,-0.01,GOLL
11,PEG Ratio (3yr),-,GOLL
12,PEG (Forward),-,GOLL
