,0,1,3
0,Current PE Ratio (Annualised),-94.26,INDX
1,Current PE Ratio (TTM),-70.65,INDX
2,Forward PE Ratio,-,INDX
3,IHSG PE Ratio TTM (Median),8.47,INDX
4,Earnings Yield (TTM)(%),-1.42%,INDX
5,Current Price to Sales (TTM),20.48,INDX
6,Current Price to Book Value,1.83,INDX
7,Current Price To Cashflow (TTM),0.09,INDX
8,Current Price To Free Cashflow (TTM),0.09,INDX
9,EV to EBIT (TTM),-66.76,INDX
10,PEG Ratio,-,INDX
11,PEG Ratio (3yr),-,INDX
12,PEG (Forward),-,INDX
