,0,1,3
0,Current PE Ratio (Annualised),54.93,PYFA
1,Current PE Ratio (TTM),-190.62,PYFA
2,Forward PE Ratio,-,PYFA
3,IHSG PE Ratio TTM (Median),8.47,PYFA
4,Earnings Yield (TTM)(%),-0.52%,PYFA
5,Current Price to Sales (TTM),0.80,PYFA
6,Current Price to Book Value,3.23,PYFA
7,Current Price To Cashflow (TTM),0.40,PYFA
8,Current Price To Free Cashflow (TTM),0.40,PYFA
9,EV to EBIT (TTM),46.04,PYFA
10,PEG Ratio,-,PYFA
11,PEG Ratio (3yr),-,PYFA
12,PEG (Forward),-,PYFA
