,0,1,3
0,Current PE Ratio (Annualised),-1.92,BBKP
1,Current PE Ratio (TTM),-2.21,BBKP
2,Forward PE Ratio,-,BBKP
3,IHSG PE Ratio TTM (Median),8.47,BBKP
4,Earnings Yield (TTM)(%),-45.20%,BBKP
5,Current Price to Sales (TTM),3.19,BBKP
6,Current Price to Book Value,1.30,BBKP
7,Current Price To Cashflow (TTM),0.07,BBKP
8,Current Price To Free Cashflow (TTM),0.07,BBKP
9,EV to EBIT (TTM),-2.53,BBKP
10,PEG Ratio,-0.03,BBKP
11,PEG Ratio (3yr),-0.08,BBKP
12,PEG (Forward),-,BBKP
