,0,1,3
0,Current PE Ratio (Annualised),10.64,APII
1,Current PE Ratio (TTM),10.45,APII
2,Forward PE Ratio,-,APII
3,IHSG PE Ratio TTM (Median),8.47,APII
4,Earnings Yield (TTM)(%),9.57%,APII
5,Current Price to Sales (TTM),0.79,APII
6,Current Price to Book Value,0.57,APII
7,Current Price To Cashflow (TTM),0.08,APII
8,Current Price To Free Cashflow (TTM),0.08,APII
9,EV to EBIT (TTM),8.17,APII
10,PEG Ratio,-0.30,APII
11,PEG Ratio (3yr),-0.76,APII
12,PEG (Forward),-,APII
