,0,1,3
0,Current PE Ratio (Annualised),-2.41,BIKA
1,Current PE Ratio (TTM),1.90,BIKA
2,Forward PE Ratio,-,BIKA
3,IHSG PE Ratio TTM (Median),8.47,BIKA
4,Earnings Yield (TTM)(%),52.56%,BIKA
5,Current Price to Sales (TTM),0.28,BIKA
6,Current Price to Book Value,-6.10,BIKA
7,Current Price To Cashflow (TTM),0.05,BIKA
8,Current Price To Free Cashflow (TTM),0.05,BIKA
9,EV to EBIT (TTM),9.24,BIKA
10,PEG Ratio,-,BIKA
11,PEG Ratio (3yr),0.06,BIKA
12,PEG (Forward),-,BIKA
