,0,1,3
0,Current PE Ratio (Annualised),-23.08,BAPA
1,Current PE Ratio (TTM),-53.18,BAPA
2,Forward PE Ratio,-,BAPA
3,IHSG PE Ratio TTM (Median),8.47,BAPA
4,Earnings Yield (TTM)(%),-1.88%,BAPA
5,Current Price to Sales (TTM),15.58,BAPA
6,Current Price to Book Value,0.76,BAPA
7,Current Price To Cashflow (TTM),0.06,BAPA
8,Current Price To Free Cashflow (TTM),0.06,BAPA
9,EV to EBIT (TTM),-56.88,BAPA
10,PEG Ratio,-1.18,BAPA
11,PEG Ratio (3yr),-,BAPA
12,PEG (Forward),-,BAPA
