,0,1,3
0,Current PE Ratio (Annualised),15.66,PWON
1,Current PE Ratio (TTM),14.12,PWON
2,Forward PE Ratio,13.03,PWON
3,IHSG PE Ratio TTM (Median),8.47,PWON
4,Earnings Yield (TTM)(%),7.08%,PWON
5,Current Price to Sales (TTM),3.93,PWON
6,Current Price to Book Value,1.40,PWON
7,Current Price To Cashflow (TTM),0.19,PWON
8,Current Price To Free Cashflow (TTM),0.19,PWON
9,EV to EBIT (TTM),10.10,PWON
10,PEG Ratio,0.29,PWON
11,PEG Ratio (3yr),-0.77,PWON
12,PEG (Forward),0.89,PWON
