,0,1,3
0,Current PE Ratio (Annualised),61.26,SRAJ
1,Current PE Ratio (TTM),20.49,SRAJ
2,Forward PE Ratio,-,SRAJ
3,IHSG PE Ratio TTM (Median),8.47,SRAJ
4,Earnings Yield (TTM)(%),4.88%,SRAJ
5,Current Price to Sales (TTM),1.14,SRAJ
6,Current Price to Book Value,1.12,SRAJ
7,Current Price To Cashflow (TTM),0.07,SRAJ
8,Current Price To Free Cashflow (TTM),0.07,SRAJ
9,EV to EBIT (TTM),15.25,SRAJ
10,PEG Ratio,0.02,SRAJ
11,PEG Ratio (3yr),1.02,SRAJ
12,PEG (Forward),-,SRAJ
