,0,1,3
0,Current PE Ratio (Annualised),17.52,SKRN
1,Current PE Ratio (TTM),33.48,SKRN
2,Forward PE Ratio,-,SKRN
3,IHSG PE Ratio TTM (Median),8.47,SKRN
4,Earnings Yield (TTM)(%),2.99%,SKRN
5,Current Price to Sales (TTM),3.75,SKRN
6,Current Price to Book Value,3.30,SKRN
7,Current Price To Cashflow (TTM),7.83,SKRN
8,Current Price To Free Cashflow (TTM),11.73,SKRN
9,EV to EBIT (TTM),24.72,SKRN
10,PEG Ratio,-0.56,SKRN
11,PEG Ratio (3yr),-0.55,SKRN
12,PEG (Forward),-,SKRN
