,0,1,3
0,Current PE Ratio (Annualised),299.62,DCII
1,Current PE Ratio (TTM),291.64,DCII
2,Forward PE Ratio,-,DCII
3,IHSG PE Ratio TTM (Median),8.47,DCII
4,Earnings Yield (TTM)(%),0.34%,DCII
5,Current Price to Sales (TTM),89.81,DCII
6,Current Price to Book Value,63.11,DCII
7,Current Price To Cashflow (TTM),150.91,DCII
8,Current Price To Free Cashflow (TTM),374.90,DCII
9,EV to EBIT (TTM),192.09,DCII
10,PEG Ratio,13.67,DCII
11,PEG Ratio (3yr),-3.16,DCII
12,PEG (Forward),-,DCII
