,0,1,3
0,Current PE Ratio (Annualised),13.22,PNBN
1,Current PE Ratio (TTM),18.62,PNBN
2,Forward PE Ratio,-,PNBN
3,IHSG PE Ratio TTM (Median),8.47,PNBN
4,Earnings Yield (TTM)(%),5.37%,PNBN
5,Current Price to Sales (TTM),3.02,PNBN
6,Current Price to Book Value,0.90,PNBN
7,Current Price To Cashflow (TTM),0.67,PNBN
8,Current Price To Free Cashflow (TTM),0.68,PNBN
9,EV to EBIT (TTM),22.43,PNBN
10,PEG Ratio,-0.56,PNBN
11,PEG Ratio (3yr),-1.45,PNBN
12,PEG (Forward),-,PNBN
