,0,1,3
0,Current PE Ratio (Annualised),-3.08,INTA
1,Current PE Ratio (TTM),-0.69,INTA
2,Forward PE Ratio,-,INTA
3,IHSG PE Ratio TTM (Median),8.47,INTA
4,Earnings Yield (TTM)(%),-145.05%,INTA
5,Current Price to Sales (TTM),0.37,INTA
6,Current Price to Book Value,-0.15,INTA
7,Current Price To Cashflow (TTM),0.03,INTA
8,Current Price To Free Cashflow (TTM),0.03,INTA
9,EV to EBIT (TTM),-21.39,INTA
10,PEG Ratio,-0.01,INTA
11,PEG Ratio (3yr),-0.13,INTA
12,PEG (Forward),-,INTA
