,0,1,3
0,Current PE Ratio (Annualised),22.70,BAYU
1,Current PE Ratio (TTM),19.82,BAYU
2,Forward PE Ratio,-,BAYU
3,IHSG PE Ratio TTM (Median),8.47,BAYU
4,Earnings Yield (TTM)(%),5.05%,BAYU
5,Current Price to Sales (TTM),0.43,BAYU
6,Current Price to Book Value,1.07,BAYU
7,Current Price To Cashflow (TTM),0.45,BAYU
8,Current Price To Free Cashflow (TTM),0.45,BAYU
9,EV to EBIT (TTM),-1.97,BAYU
10,PEG Ratio,-0.29,BAYU
11,PEG Ratio (3yr),-0.26,BAYU
12,PEG (Forward),-,BAYU
