,0,1,3
0,Current PE Ratio (Annualised),-97.00,ICON
1,Current PE Ratio (TTM),-13.06,ICON
2,Forward PE Ratio,-,ICON
3,IHSG PE Ratio TTM (Median),8.47,ICON
4,Earnings Yield (TTM)(%),-7.66%,ICON
5,Current Price to Sales (TTM),0.60,ICON
6,Current Price to Book Value,0.45,ICON
7,Current Price To Cashflow (TTM),0.03,ICON
8,Current Price To Free Cashflow (TTM),0.03,ICON
9,EV to EBIT (TTM),-93.32,ICON
10,PEG Ratio,-,ICON
11,PEG Ratio (3yr),-,ICON
12,PEG (Forward),-,ICON
