,0,1,3
0,Current PE Ratio (Annualised),11.76,ARNA
1,Current PE Ratio (TTM),12.94,ARNA
2,Forward PE Ratio,-,ARNA
3,IHSG PE Ratio TTM (Median),8.47,ARNA
4,Earnings Yield (TTM)(%),7.73%,ARNA
5,Current Price to Sales (TTM),2.70,ARNA
6,Current Price to Book Value,4.71,ARNA
7,Current Price To Cashflow (TTM),0.39,ARNA
8,Current Price To Free Cashflow (TTM),0.39,ARNA
9,EV to EBIT (TTM),9.62,ARNA
10,PEG Ratio,0.28,ARNA
11,PEG Ratio (3yr),0.29,ARNA
12,PEG (Forward),-,ARNA
