,0,1,3
0,Current PE Ratio (Annualised),-91.77,PSKT
1,Current PE Ratio (TTM),-96.85,PSKT
2,Forward PE Ratio,-,PSKT
3,IHSG PE Ratio TTM (Median),8.47,PSKT
4,Earnings Yield (TTM)(%),-1.03%,PSKT
5,Current Price to Sales (TTM),15.55,PSKT
6,Current Price to Book Value,2.29,PSKT
7,Current Price To Cashflow (TTM),0.03,PSKT
8,Current Price To Free Cashflow (TTM),0.03,PSKT
9,EV to EBIT (TTM),-127.44,PSKT
10,PEG Ratio,-1.66,PSKT
11,PEG Ratio (3yr),-,PSKT
12,PEG (Forward),-,PSKT
